Transaction report 2022

Date,Type,Label,Sending Wallet,Sent Amount,Sent Currency,Sent Cost Basis,Receiving Wallet,Received Amount,Received Currency,Received Cost Basis,Fee Amount,Fee Currency,Gain (USD),Net Value (USD),Fee Value (USD),TxSrc,TxDest,TxHash,Description
2022-04-02 00:12:23 UTC,crypto_deposit,"","","","","",Solana (SOL),424.0,AMMOK8AKX2WNEBQB35CDAZTTKVSXQBI82CGETNUVVFK,"","","","",0.0,"","","",3uzm4asu6xsjathubfhkcu7dem7g4klfeinczad28feixjwt8i6ad7d65xlfobuua7jvf2gg47aubtxgu2dgghqf,""
2022-04-02 00:13:02 UTC,crypto_withdrawal,Cost,Solana (SOL),0.000005,SOL,0.000680255,"","","","","","","",0.000680255,"","","",21hwx6wu3jn992p6y7x1twiozp2vspcfxzlutzcnh4wgymnrhpndraam5k8cjnw9ekz88crqhum3jlnf6hrxkjp6,""
2022-04-02 00:13:43 UTC,crypto_withdrawal,"",Solana (SOL),1.0,EV3XUHC1LEQI4QR2E5VOG9PCXCVHHMNAASRVPG485XAT,"","","","","","","","",0.0,"","","",3bx7ejkah2jp8oznuarsnfezvjsv5sckdvseyqs3kdesfwvbdjuwuz9n89brzjegx3dhjrtodhpz6ddrptacj7zb,""
2022-04-02 00:13:43 UTC,crypto_withdrawal,Cost,Solana (SOL),0.000005,SOL,0.000680255,"","","","","","","",0.000680255,"","","",3bx7ejkah2jp8oznuarsnfezvjsv5sckdvseyqs3kdesfwvbdjuwuz9n89brzjegx3dhjrtodhpz6ddrptacj7zb,""
2022-04-02 00:15:25 UTC,crypto_withdrawal,"",Solana (SOL),1.0,7XS3YT9EJPUEEXZRKSGVBQMXHWWUKHGEDZNM4ZKSZMYS,"","","","","","","","",0.0,"","","",2sx2bznwuzs56rv4mxdehywthtxqtjsqrpcshhs4f5hezk47idrfsxpyaxepnb4jkxqaqyzeshpihcw63hitjhga,""
2022-04-02 00:15:25 UTC,crypto_withdrawal,Cost,Solana (SOL),0.000005,SOL,0.000680255,"","","","","","","",0.000680255,"","","",2sx2bznwuzs56rv4mxdehywthtxqtjsqrpcshhs4f5hezk47idrfsxpyaxepnb4jkxqaqyzeshpihcw63hitjhga,""
2022-04-02 00:16:29 UTC,crypto_withdrawal,Cost,Solana (SOL),0.000005,SOL,0.000680255,"","","","","","","",0.000680255,"","","",4q4zyy9qnkffdrjyflkcmfw8c39t3xldzkcjsn5uswgcfjwn5g8uf2rm9mbmwrnd4porb47cfrj4tocp5vb5tt3z,""
2022-04-02 00:16:31 UTC,crypto_withdrawal,Cost,Solana (SOL),0.000005,SOL,0.000680255,"","","","","","","",0.000680255,"","","",2cvaahus6xha1nr1avksm7nj371vqsx56xsdyz6encyahyknnqmlkcpqjpvpjj9a7uty9gmhcbmg9vkr6ae5id2p,""
2022-04-02 00:16:54 UTC,crypto_withdrawal,"",Solana (SOL),1.0,FW8PQTZNYTG4SWMK7YJJ89TSJ23U5CJLFW5BK8RO4G1S,"","","","","","","","",0.0,"","","",41zxcpc2gftbkco9zqrs71qcuetpkssfpbyyajfcqpnyaj31mfy1sk6ctzpb9wiq6pnseqghymxdcges5hc4yyfr,""
2022-04-02 00:16:54 UTC,crypto_withdrawal,Cost,Solana (SOL),0.000005,SOL,0.000680255,"","","","","","","",0.000680255,"","","",41zxcpc2gftbkco9zqrs71qcuetpkssfpbyyajfcqpnyaj31mfy1sk6ctzpb9wiq6pnseqghymxdcges5hc4yyfr,""
2022-04-02 00:17:37 UTC,crypto_deposit,"","","","","",Solana (SOL),1800.28,ATLAS,59.4627623244,"","","",59.4627623244,"","","",4qjjqx2c3ackghji179u58sab2ckbsxqwsr4nubah7ztp7gpbnb72becthzafzcnr8hdex6pk3prfyghjahppckb,""
2022-04-02 00:17:37 UTC,crypto_withdrawal,Cost,Solana (SOL),0.000005,SOL,0.000680255,"","","","","","","",0.000680255,"","","",4qjjqx2c3ackghji179u58sab2ckbsxqwsr4nubah7ztp7gpbnb72becthzafzcnr8hdex6pk3prfyghjahppckb,""
2022-04-02 00:17:54 UTC,crypto_withdrawal,Cost,Solana (SOL),0.000005,SOL,0.000680255,"","","","","","","",0.000680255,"","","",5nmce6ahbocvrkp87wkqlbxndsewjhtemdx4zwrw2hnuak7nh92z1khcpyeqgxpmeeudajinibk2tz9sqraobufe,""
2022-04-02 00:17:54 UTC,crypto_deposit,"","","","","",Solana (SOL),480.8076,ATLAS,15.8809452099,"","","",15.8809452099,"","","",5nmce6ahbocvrkp87wkqlbxndsewjhtemdx4zwrw2hnuak7nh92z1khcpyeqgxpmeeudajinibk2tz9sqraobufe,""
2022-04-02 00:18:16 UTC,crypto_deposit,"","","","","",Solana (SOL),421.93156,ATLAS,13.9362855053,"","","",13.9362855053,"","","",5m7jrcsqeppuqw9qsploqkdlunvkd5u9wub3qgjk7gj5r2n5ynpu4bxdrj3oas84ytwym7shvbbyoqp3xyqspkvj,""
2022-04-02 00:18:16 UTC,crypto_withdrawal,Cost,Solana (SOL),0.000005,SOL,0.000680255,"","","","","","","",0.000680255,"","","",5m7jrcsqeppuqw9qsploqkdlunvkd5u9wub3qgjk7gj5r2n5ynpu4bxdrj3oas84ytwym7shvbbyoqp3xyqspkvj,""
2022-04-02 00:18:31 UTC,crypto_deposit,"","","","","",Solana (SOL),317.883196,ATLAS,10.4995961354,"","","",10.4995961354,"","","",3bvn5zvtxfujgmpxurttbdyujg5t8eiiyy9scdp5hhqdnkpkjwcit7n9yy1vxqnnc3rwtrc1yklvk978ukndxhjn,""
2022-04-02 00:18:31 UTC,crypto_withdrawal,Cost,Solana (SOL),0.000005,SOL,0.000680255,"","","","","","","",0.000680255,"","","",3bvn5zvtxfujgmpxurttbdyujg5t8eiiyy9scdp5hhqdnkpkjwcit7n9yy1vxqnnc3rwtrc1yklvk978ukndxhjn,""
2022-04-02 00:18:52 UTC,crypto_withdrawal,Cost,Solana (SOL),0.000005,SOL,0.000680255,"","","","","","","",0.000680255,"","","",5md4iezbd6h6c668xczn4pdcei35ctnbqlhw9mlkkegpp7pas3bku3hefutqrv3jft8bhgodocphc4ph8nhaxxvk,""
2022-04-02 00:20:50 UTC,crypto_withdrawal,"",Solana (SOL),153.0,TOOOOOOOL,"","","","","","","","",0.0,"","","",bwa367zyy5veptsb3ddtuakxsqcghxjo3pja1upk1d2jhxwf5bthb6jlsgai4mayunuychpz61gtmyhrjuovqc4,""
2022-04-02 00:20:50 UTC,crypto_withdrawal,Cost,Solana (SOL),0.000005,SOL,0.000680255,"","","","","","","",0.000680255,"","","",bwa367zyy5veptsb3ddtuakxsqcghxjo3pja1upk1d2jhxwf5bthb6jlsgai4mayunuychpz61gtmyhrjuovqc4,""
2022-04-02 00:22:02 UTC,crypto_withdrawal,Cost,Solana (SOL),0.000005,SOL,0.000680255,"","","","","","","",0.000680255,"","","",3sdgzq9fjnq3wd3yzu2lvdg4quvf8r9vhfpvdfzyqiq4qkhxh37jtg6vhd7m1onvdcq87hyidfckmdnsk3nsp9he,""
2022-04-02 00:22:02 UTC,crypto_withdrawal,"",Solana (SOL),1048.0,AMMOK8AKX2WNEBQB35CDAZTTKVSXQBI82CGETNUVVFK,"","","","","","","","",0.0,"","","",3sdgzq9fjnq3wd3yzu2lvdg4quvf8r9vhfpvdfzyqiq4qkhxh37jtg6vhd7m1onvdcq87hyidfckmdnsk3nsp9he,""
2022-04-02 00:22:42 UTC,crypto_withdrawal,"",Solana (SOL),526.0,FUEL3HBZJLLLJHIFH9CQZOOZTG3XQZ53DIWFPWBZNIM,"","","","","","","","",0.0,"","","",3miyhv8w6nwusdzcxqfaewu51xxrkrwr7ap2psvura3kayvk4tb3fxepj8py9abbrvzxfrwpytbrgfoua2kno4uq,""
2022-04-02 00:22:42 UTC,crypto_withdrawal,Cost,Solana (SOL),0.000005,SOL,0.000680255,"","","","","","","",0.000680255,"","","",3miyhv8w6nwusdzcxqfaewu51xxrkrwr7ap2psvura3kayvk4tb3fxepj8py9abbrvzxfrwpytbrgfoua2kno4uq,""
2022-04-02 00:23:05 UTC,crypto_withdrawal,"",Solana (SOL),782.0,FOOOOOOD,"","","","","","","","",0.0,"","","",65uut6shx4xer6rb2qekmyu949fyj2ksutavqq1vcsvstcpdfjewkfrun6d5tgpm28yg8nffsblibg2bxgowfx8d,""
2022-04-02 00:23:05 UTC,crypto_withdrawal,Cost,Solana (SOL),0.000005,SOL,0.000680255,"","","","","","","",0.000680255,"","","",65uut6shx4xer6rb2qekmyu949fyj2ksutavqq1vcsvstcpdfjewkfrun6d5tgpm28yg8nffsblibg2bxgowfx8d,""
2022-04-02 00:23:32 UTC,crypto_withdrawal,Cost,Solana (SOL),0.000005,SOL,0.000680255,"","","","","","","",0.000680255,"","","",5mmujwp6hh1iin6nzgpcaxs8lu9ihv7tg6w6vbvvu9ntrrmgh6fwuxlq3tej9ls3mjag4nswvvezz98odbqdmtzr,""
2022-04-02 00:23:32 UTC,crypto_deposit,"","","","","",Solana (SOL),0.26623433,ATLAS,0.008793648,"","","",0.008793648,"","","",5mmujwp6hh1iin6nzgpcaxs8lu9ihv7tg6w6vbvvu9ntrrmgh6fwuxlq3tej9ls3mjag4nswvvezz98odbqdmtzr,""
2022-04-02 00:24:14 UTC,crypto_withdrawal,Cost,Solana (SOL),0.000005,SOL,0.000680255,"","","","","","","",0.000680255,"","","",4mjgzal5r6wtrnzhjnek7oydqtkho3jkptafcb8tupugjtvgtcjhjmohbzlffff86dfzjvy9tkbmuhsj43dhnn3v,""
2022-04-02 00:24:14 UTC,crypto_deposit,"","","","","",Solana (SOL),2.24035629,ATLAS,0.0739983634,"","","",0.0739983634,"","","",4mjgzal5r6wtrnzhjnek7oydqtkho3jkptafcb8tupugjtvgtcjhjmohbzlffff86dfzjvy9tkbmuhsj43dhnn3v,""
2022-04-02 00:24:19 UTC,crypto_withdrawal,Cost,Solana (SOL),0.000005,SOL,0.000680255,"","","","","","","",0.000680255,"","","",86vabefarm88hlzzywixaratswmzpuiypvjaw6ptr9jdsgjapktfvq43qr8f9evtbsxqpmrty2dutjufz5bsthz,""
2022-04-02 00:24:19 UTC,crypto_deposit,"","","","","",Solana (SOL),0.74768858,ATLAS,0.0246959519,"","","",0.0246959519,"","","",86vabefarm88hlzzywixaratswmzpuiypvjaw6ptr9jdsgjapktfvq43qr8f9evtbsxqpmrty2dutjufz5bsthz,""
2022-04-02 00:24:29 UTC,crypto_withdrawal,Cost,Solana (SOL),0.000005,SOL,0.000680255,"","","","","","","",0.000680255,"","","",5mvrpeipbv6yusrcmx3fndm6np6jy5bblkrfrfqbryxmaalrjnf2accminvyzlmssbkurpbp44xnjqywclmedt46,""
2022-04-02 00:24:59 UTC,crypto_withdrawal,Cost,Solana (SOL),0.000005,SOL,0.000680255,"","","","","","","",0.000680255,"","","",4atmxmxsqchxawwrs3hak9ybu949kr3psc8j3eptxnumez5ykvt4zdodabpwdm7uohpr9vdthfw9dagzwj8uwavy,""
2022-04-02 00:25:03 UTC,crypto_deposit,"","","","","",Solana (SOL),0.46909048,ATLAS,0.0154939319,"","","",0.0154939319,"","","",3m5vxf4bp2daicpxafgbwa2fkfmhsyjfbdxo3htfqfi3idjhmyrvzh1ocqbjx1gaqrbzy958yk8pk7ruzmhkjqvu,""
2022-04-02 00:25:03 UTC,crypto_withdrawal,Cost,Solana (SOL),0.000005,SOL,0.000680255,"","","","","","","",0.000680255,"","","",3m5vxf4bp2daicpxafgbwa2fkfmhsyjfbdxo3htfqfi3idjhmyrvzh1ocqbjx1gaqrbzy958yk8pk7ruzmhkjqvu,""
2022-04-02 00:26:13 UTC,exchange,"",Solana (SOL),3332.4453135,ATLAS,110.0845295254,Solana (SOL),0.805436922,SOL,109.5804931819,"","",-0.5040363435,109.5804931819,"","","",ppdjksgbxpx2fykjgjk6p3rfbqnxtzm77wjmytsn58yyvlxyk3wxtj9vasozzlw8ltfd8o3szab4nruwug3ked4,""
2022-04-02 00:35:11 UTC,crypto_deposit,"","","","","",Solana (SOL),0.91222916,SOL,124.1096832258,"","","",124.1096832258,"","","",rwtlap82cgtkig4jjwhmrvqhetuee6jcwlbwypvcqrxr3j1tkzp1tgnkv3nleo9qtdlocalgschpwmo54wboujn,""
2022-04-02 01:10:34 UTC,crypto_deposit,"","","","","",Solana (SOL),1.00322916,SOL,136.4924048743,"","","",136.4924048743,"","","",2inxjsaajwfygt1cwf9heuskhm3ejxksjzupuvojnymjzshcigx2g7udpe4yrsky7zad9x5nrty5ty3p9kamkzc4,""
2022-04-02 05:01:27 UTC,crypto_deposit,"","","","","",Solana (SOL),1.55127344,SOL,209.1323541651,"","","",209.1323541651,"","","",5xzvf6uvbsma8hvrwhrjsxgegtmemar1fghrwt4bfknjutqceeatb3gfffylxwecu5bcr7igtwps5bnauptc36bb,""
2022-04-02 06:20:17 UTC,crypto_deposit,"","","","","",Solana (SOL),1.82427344,SOL,247.7218713702,"","","",247.7218713702,"","","",3bykaijxug9ejtjuzrjpqbbl4zrln2u3phpfbv5u4xe9u3srh1ca6og8cajwaigz47jxhm22p9u6muxwbsjw7dmo,""
2022-04-02 12:06:01 UTC,crypto_deposit,"","","","","",Solana (SOL),1.36927344,SOL,190.1135032796,"","","",190.1135032796,"","","",5zdnbt8zqs24g16umupbdtohfddu7wa4d3sj7ghg5xl4wpsotgr5rmaqb2z4rdtzaavkhl8ck18sqnb545ms4muv,""
2022-04-02 15:51:44 UTC,crypto_deposit,"","","","","",Solana (SOL),0.00222916,SOL,0.3066061476,"","","",0.3066061476,"","","",s4rnqqgv7a1fypocskzywu4pvzikwyzmnwyortp9zrgn6xahxsgp19khafqnbcfbhnav5g5fnjtxt9e3usd5zch,""
2022-04-02 15:55:37 UTC,crypto_deposit,"","","","","",Solana (SOL),0.00222916,SOL,0.3066061476,"","","",0.3066061476,"","","",3azdbvnbymhzkzpcqpb45vodhb2e2cvpph52cfhevwqx96rmjvsdwdcafdxp7wukvxvkcnvg3k3brkwsprd97qmy,""
2022-04-02 15:56:51 UTC,crypto_withdrawal,Cost,Solana (SOL),0.000005,SOL,0.0006877168,"","","","","","","",0.0006877168,"","","",5xkjd1jrivh3bhrfxjgfngnjgmqrnt9itjkyfrewl9vgnhnruxjph2gybxwc8yz6eqj1chnsusidxc97acs7sjg3,""
2022-04-02 15:59:07 UTC,crypto_withdrawal,Cost,Solana (SOL),0.000005,SOL,0.0006877168,"","","","","","","",0.0006877168,"","","",5hpkgsdbbkezhhypmnnmji8o84jx7xtcmbkdhjajfzkbxtp8so5nf7chxhpdgbehdkmkswvgxjezqkphkcc1bsni,""
2022-04-02 16:30:04 UTC,crypto_withdrawal,"",Solana (SOL),9.000005,SOL,1223.2148805791,"","","","","","",28.8849401216,1252.0998207006,"","","",nn3zyvgabokqqahcmi8pejtrfd8n1dh7e1dyckzj88ylpu9bzsiphakf1dtbqqnkhfk6eys1vgw6wb2znogts7m,""
2022-04-02 16:34:49 UTC,crypto_deposit,"","","","","",ICON (ICX),1168.96968749,ICX,1258.2705199634,"","","",1258.2705199634,"",hxc4193cda4a75526bf50896ec242d6713bb6b02a3,hxf39ec72347977b0d0b313eb067353ba32927f51d,e46013a0fa19b90da29bac43f5c1f3860b604a29cf4aac571f184915ce216a29,""
2022-04-02 17:03:35 UTC,exchange,"",ICON (ICX),550.082312525,ICX,592.1046241068,ICON (ICX),592.839136162,BNUSD,592.839136162,"","",0.7345120552,592.839136162,"",cx21e94c08c03daee80c25d8ee3ea22a20786ec231,hxf39ec72347977b0d0b313eb067353ba32927f51d,5996a677799075e15ae674dc4166eb676eb7c4aa678bf08e373098a82d46babf,""
2022-04-02 17:05:12 UTC,exchange,"",ICON (ICX),600.0681733375,ICX,645.9090432876,ICON (ICX),648.552754178,BNUSD,648.552754178,"","",2.6437108904,648.552754178,"",cx21e94c08c03daee80c25d8ee3ea22a20786ec231,hxf39ec72347977b0d0b313eb067353ba32927f51d,055fbeaa71587f3ebc7d1d7f307dfda04bf46e2af80a0ac0a4c1e6c899e1cd24,""
2022-04-02 17:05:56 UTC,exchange,"",ICON (ICX),620.69594517,BNUSD,620.69594517,ICON (ICX),4436.2999605437,GBET,620.69594517,"","","",620.69594517,"",cx21e94c08c03daee80c25d8ee3ea22a20786ec231,hxf39ec72347977b0d0b313eb067353ba32927f51d,dfda84efdeb099bde841208d6405d0e668f75a71859713e06b3fb64cf7ffc9cd,""
2022-04-02 17:06:59 UTC,crypto_deposit,"","","","","",Solana (SOL),1.09627344,SOL,150.8297245225,"","","",150.8297245225,"","","",5nhahudbhae2pvjcw5hectyvy3fyjkicevjrjubegqmx3nbvfqdhx5xckhnmfdsd6l3t9dpvmu6fcwsqfxyetw7l,""
2022-04-02 17:10:29 UTC,crypto_withdrawal,"",ICON (ICX),4440.5225583466,GBET,621.2657455156,"","","","","","",-22.0584787213,599.2072667943,"",hxf39ec72347977b0d0b313eb067353ba32927f51d,cxa0af3165c08318e988cb30993b3048335b94af6c,0b8e562096c0236f047daf4ac3bf5b0fd6d2ad387950df369345dae2fb147298,""
2022-04-02 17:11:11 UTC,crypto_withdrawal,"",ICON (ICX),620.69594517,BNUSD,620.69594517,"","","","","","","",620.69594517,"",hxf39ec72347977b0d0b313eb067353ba32927f51d,cxa0af3165c08318e988cb30993b3048335b94af6c,bfcad54d79f5df244ec8df39c003c867295ef9853b49a9423d01c0342f2a22e9,""
2022-04-02 17:52:39 UTC,crypto_withdrawal,Cost,Solana (SOL),0.000005,SOL,0.0006879202,"","","","","","","",0.0006879202,"","","",z3r1bcjgzuezmx839muwbsytnvp7kxq95hvwucd9wujuve7lbaqwacpjc4e6zbxvtbsqtmuh6rygrrzmr3mhmf7,""
2022-04-02 17:59:57 UTC,crypto_withdrawal,Cost,Solana (SOL),0.000005,SOL,0.0006879202,"","","","","","","",0.0006879202,"","","",5gilshuuegf2ecdksnr1bhpchunnygcn2jibuzdamkz3brlrrnjnvtpbxukztjysb5ydqz2uynt42knxj6g16mnj,""
2022-04-02 19:47:53 UTC,crypto_deposit,"","","","","",ICON (ICX),36.0,GBET,4.85786556,"","","",4.85786556,"",hx0000000000000000000000000000000000000000,hxf39ec72347977b0d0b313eb067353ba32927f51d,d00aa76bb61ec32beb8abe99a56f86ffa9bc73f5f2acc5ac81c0b110ba36d3a0,""
2022-04-02 19:47:53 UTC,crypto_deposit,"","","","","",ICON (ICX),48.0,GBET,6.47715408,"","","",6.47715408,"",hx0000000000000000000000000000000000000000,hxf39ec72347977b0d0b313eb067353ba32927f51d,d00aa76bb61ec32beb8abe99a56f86ffa9bc73f5f2acc5ac81c0b110ba36d3a0,""
2022-04-02 19:47:53 UTC,crypto_deposit,"","","","","",ICON (ICX),36.0,GBET,4.85786556,"","","",4.85786556,"",hx0000000000000000000000000000000000000000,hxf39ec72347977b0d0b313eb067353ba32927f51d,d00aa76bb61ec32beb8abe99a56f86ffa9bc73f5f2acc5ac81c0b110ba36d3a0,""
2022-04-02 19:47:53 UTC,crypto_deposit,"","","","","",ICON (ICX),48.0,GBET,6.47715408,"","","",6.47715408,"",hx0000000000000000000000000000000000000000,hxf39ec72347977b0d0b313eb067353ba32927f51d,d00aa76bb61ec32beb8abe99a56f86ffa9bc73f5f2acc5ac81c0b110ba36d3a0,""
2022-04-02 19:51:15 UTC,crypto_withdrawal,"",Solana (SOL),1.250005,SOL,170.3738535028,"","","","","","",0.3458706234,170.7197241262,"","","",4pn7dx71gjyabiafrrhjo6ud9eqspkff7vnrwsjxkymd37u8ujxkmrpleqzv6wjlegfuujtlz1dxwyqhm9jqnsgn,""
2022-04-02 19:52:59 UTC,crypto_withdrawal,Cost,Solana (SOL),0.000005,SOL,0.0006222638,"","","","","","",0.0000606124,0.0006828762,"","","",vdbkw2xjk1zqmhy52qpf6kukingacqr1twsrc74vsytt8r4tf4uq7gznw8udrqnm6dsnqg4hiqcw22w8wrgkx48,""
2022-04-02 19:54:10 UTC,crypto_withdrawal,Cost,Solana (SOL),0.000005,SOL,0.0006222638,"","","","","","",0.0000606124,0.0006828762,"","","",4a1yzqdvg79rtalqjwtakvra5qkl3k3qfz8sh3z1prpcydvssawdmkwoo7s177clsxjyyte8rwahkoufbvxpg5pt,""
2022-04-02 19:57:52 UTC,crypto_deposit,"","","","","",ICON (ICX),157.96760338,ICX,169.0900012347,"","","",169.0900012347,"",hxc4193cda4a75526bf50896ec242d6713bb6b02a3,hxf39ec72347977b0d0b313eb067353ba32927f51d,caf353471d24765aba3b84542e89f471b8d9a316e3c2c9989cba2e5ff453ac7c,""
2022-04-02 19:58:25 UTC,crypto_withdrawal,"",Solana (SOL),0.00223916,SOL,0.2786696212,"","","","","","",0.0271441775,0.3058137987,"","","",5ukmcf1yy6hax3pocs69fqol3tbruxhyoxqvnuk9tg1mat5a4tid18nd3xkhrc2oj8btmy4l4ar2utothtmx1dr4,""
2022-04-02 20:00:44 UTC,exchange,"",ICON (ICX),200.0745046625,ICX,205.6094138847,ICON (ICX),1516.5793330525,GBET,216.2751475323,"","",10.6657336476,216.2751475323,"",cx21e94c08c03daee80c25d8ee3ea22a20786ec231,hxf39ec72347977b0d0b313eb067353ba32927f51d,372c93605442f76acb56bca5ab6e5ba6afc66c5940e8f441758e6effe549a4ef,""
2022-04-02 20:02:37 UTC,crypto_withdrawal,"",ICON (ICX),1645.0,GBET,233.6043235089,"","","","","","",-11.6268555589,221.97746795,"",hxf39ec72347977b0d0b313eb067353ba32927f51d,hx0000000000000000000000000000000000000000,4382a2b49ac0fc7261b13af34c2a809c2741677c7eb1fe10039d6248b93c5268,""
2022-04-02 21:36:50 UTC,crypto_deposit,Reward,"","","","",MetaMask,3427.2183083333,MET,"","","","",0.0,"",0x0000000000000000000000000000000000000000,0xf91f307b84a188f2687080b54a219e92f400283c,888052c6c6927c2266d1dc8f4c16cd7a6b035db3f6aa847107f3be064c5e11c9,""
2022-04-02 21:36:50 UTC,crypto_withdrawal,Cost,MetaMask,0.0134452904,ETH,48.1332430271,"","","","","","",-1.4368905505,46.6963524766,"",0xf91f307b84a188f2687080b54a219e92f400283c,0xfbf753521714c267777b981f4f18fa46056d0f91,888052c6c6927c2266d1dc8f4c16cd7a6b035db3f6aa847107f3be064c5e11c9,""
2022-04-02 21:39:19 UTC,exchange,"",MetaMask,3427.2183083333,MET,28.9700240501,MetaMask,0.1770513254,ETH,643.8805876279,0.008341345,ETH,614.9105635778,614.9105635778,28.9700240501,0xf91f307b84a188f2687080b54a219e92f400283c,0x68b3465833fb72a70ecdf485e0e4c7bd8665fc45,4cbb1fb81262983b62548f66c74d2beb8167b11e2892da606482c66fa7f440a6,""
2022-04-02 21:44:34 UTC,crypto_withdrawal,"",MetaMask,0.1013939976,ETH,368.7384243475,"","","","","","",-16.5905933908,352.1478309567,"",0xf91f307b84a188f2687080b54a219e92f400283c,0x888206aebf7fba126ded8eb0bfb93e75ac96be70,f294f906f1c005763d4ec19dfb2fe0149809c582ae4a4c86e083816a5b691d69,""
2022-04-02 21:53:46 UTC,crypto_deposit,"","","","","",ICON (ICX),321.96366721,ICX,345.499645934,"","","",345.499645934,"",hxc4193cda4a75526bf50896ec242d6713bb6b02a3,hxf39ec72347977b0d0b313eb067353ba32927f51d,40fca5babd46975943bc8153d7bd245fb8b8965af7e28079b2f8ac65c4d3b7f6,""
2022-04-02 21:54:48 UTC,exchange,"",ICON (ICX),310.0745658375,ICX,332.7414352009,ICON (ICX),2353.5147920352,GBET,332.7414352009,"","","",332.7414352009,"",cx21e94c08c03daee80c25d8ee3ea22a20786ec231,hxf39ec72347977b0d0b313eb067353ba32927f51d,a750b936b8470c562bf765c6fc65b90c20140c3b37cbf20850cafaec519d1737,""
2022-04-02 21:56:39 UTC,crypto_withdrawal,"",ICON (ICX),2401.0,GBET,339.1491228781,"","","","","","",-15.1564781682,323.99264471,"",hxf39ec72347977b0d0b313eb067353ba32927f51d,hx0000000000000000000000000000000000000000,d71b2afd173f2d0adf3a71da8090521d9b2d1ec2145de7ce3a7b0674fe1beb60,""
2022-04-02 23:08:36 UTC,crypto_deposit,"","","","","",Solana (SOL),0.00222916,SOL,0.2963338536,"","","",0.2963338536,"","","",2s2ka3ydpq39hacgvxijvmvtfqyebzpggqywvvevh5dkmaipro1mhnf7mvrj49fohc2xhgrusdhmushlkbdgbwnf,""
2022-04-02 23:10:29 UTC,crypto_deposit,"","","","","",Solana (SOL),0.00222916,SOL,0.2963338536,"","","",0.2963338536,"","","",3bxudulkzrpi7etz8wurxmsdedqz7sq3oa3pq9pe7nvnsrstjenr22f7iqfrvtajiiacaztsatqkwzs9zqg5asyw,""
2022-04-03 00:49:21 UTC,crypto_deposit,"","","","","",Solana (SOL),1.00527344,SOL,134.5934591234,"","","",134.5934591234,"","","",5agoqhevarnzpe8zjgub4uw71wwjo7eesdxeqxxxhslf5k6qpuupsoweq7evwnagn63gggvlkcgxlr6pqkaqngim,""
2022-04-03 01:07:08 UTC,crypto_withdrawal,"",Solana (SOL),1.000005,SOL,133.8880813271,"","","","","","",-1.4684263221,132.419655005,"","","",tdfp7dpneyq6lrnq6xuwtev8yyyy7nz3wv1eaytlnqjac7jrgxcvwhil1yzktphc9umhumxz4kbdcctke7kezwj,""
2022-04-03 01:12:36 UTC,crypto_deposit,"","","","","",ICON (ICX),120.96780286,ICX,126.1414107076,"","","",126.1414107076,"",hxc4193cda4a75526bf50896ec242d6713bb6b02a3,hxf39ec72347977b0d0b313eb067353ba32927f51d,e8a46dc4f2bb45a5291aad185540c105f7dde9cc63cf26644a34d9de5cf7d5b4,""
2022-04-03 01:18:30 UTC,crypto_deposit,"","","","","",ICON (ICX),12.0,GBET,1.61928852,"","","",1.61928852,"",hx0000000000000000000000000000000000000000,hxf39ec72347977b0d0b313eb067353ba32927f51d,8847e811fbde755eb824a03e14862f38e642b7acee233058fd0fafe809f00ff0,""
2022-04-03 01:20:44 UTC,exchange,"",ICON (ICX),150.068132475,ICX,151.045365224,ICON (ICX),160.2233458033,BNUSD,160.2233458033,"","",9.1779805794,160.2233458033,"",cx21e94c08c03daee80c25d8ee3ea22a20786ec231,hxf39ec72347977b0d0b313eb067353ba32927f51d,e55bf9dbb5cb60f77e5e13b1e9010ae7e300887ef84f730e64a7d8785dee2fec,""
2022-04-03 01:21:24 UTC,exchange,"",ICON (ICX),80.1116729016,BNUSD,80.1116729016,ICON (ICX),562.0909306318,GBET,80.1116729016,"","","",80.1116729016,"",cx21e94c08c03daee80c25d8ee3ea22a20786ec231,hxf39ec72347977b0d0b313eb067353ba32927f51d,03363c49384929f5100eba7b34a46dcdde5cb3838fcfc51e1f87846e90a00ae5,""
2022-04-03 01:22:08 UTC,crypto_withdrawal,"",ICON (ICX),563.619558837,GBET,80.3179470769,"","","","","","",-4.2627236375,76.0552234394,"",hxf39ec72347977b0d0b313eb067353ba32927f51d,cxa0af3165c08318e988cb30993b3048335b94af6c,84f00d56d7720fed8befa5944171e9e43d8c4bb471603528609e12990881937b,""
2022-04-03 01:22:18 UTC,crypto_withdrawal,"",ICON (ICX),80.1116729016,BNUSD,80.1116729016,"","","","","","","",80.1116729016,"",hxf39ec72347977b0d0b313eb067353ba32927f51d,cxa0af3165c08318e988cb30993b3048335b94af6c,3f0fe641c3695edbafcb98971fdb6f55207f2ed6e31d2ddbd040767a4f493a7c,""
2022-04-03 02:35:31 UTC,crypto_withdrawal,Cost,MetaMask,0.0143245703,ETH,52.0940056305,"","","","","","",-2.8431687956,49.2508368349,"",0xf91f307b84a188f2687080b54a219e92f400283c,0xfbf753521714c267777b981f4f18fa46056d0f91,660aa5e48fc1651af59d6eea12c88590786726e55b35a593d1c571503e934cad,""
